"location","time","IS","temp","consumer","resource","con_mass","con_abun","res_mass","res_abun","source","con_taxonomy"
"Hengill","August 2008",9,18.1,"Procladius islandicus","Simulium vittatum",0.580810449,48,0.076672729,100,"literature","species"
"Hengill","August 2008",9,18.1,"Procladius islandicus","Synedra",0.580810449,48,8.09e-06,63580946.72,"regional","group"
"Hengill","August 2008",9,18.1,"Procladius islandicus","Terrestrial",0.580810449,48,NA,NA,"regional","group"
"Hengill","August 2008",9,18.1,"Procladius islandicus","Thienemanniella sp.",0.580810449,48,0.018720702,336,"literature","species"
"Hengill","August 2008",9,18.1,"Radix balthica","Achnanthes",0.407069013,4604,2.67e-07,42789938.64,"stream","species"
"Hengill","August 2008",9,18.1,"Radix balthica","Amphora",0.407069013,4604,4.11666666666667e-08,18012608.5390333,"stream","species"
"Hengill","August 2008",9,18.1,"Radix balthica","Cocconeis",0.407069013,4604,6.715e-07,136744051.94,"stream","species"
"Hengill","August 2008",9,18.1,"Radix balthica","Diatoma",0.407069013,4604,5.31e-07,27390576.61,"stream","species"
"Hengill","August 2008",9,18.1,"Radix balthica","Epithemia",0.407069013,4604,4.946e-06,52609145.04,"stream","species"
"Hengill","August 2008",9,18.1,"Radix balthica","Filamentous algae",0.407069013,4604,NA,NA,"stream","species"
"Hengill","August 2008",9,18.1,"Radix balthica","FPOM",0.407069013,4604,NA,NA,"stream","species"
"Hengill","August 2008",9,18.1,"Radix balthica","Fragilaria",0.407069013,4604,5.01275e-07,91753243.427,"stream","species"
"Hengill","August 2008",9,18.1,"Radix balthica","Gomphonema",0.407069013,4604,8.6175e-08,183000703.8065,"stream","species"
"Hengill","August 2008",9,18.1,"Radix balthica","Macrophytes",0.407069013,4604,NA,NA,"stream","species"
"Hengill","August 2008",9,18.1,"Radix balthica","Melosira",0.407069013,4604,2.08e-06,78416320.98,"stream","species"
"Hengill","August 2008",9,18.1,"Radix balthica","Meridion",0.407069013,4604,4.46e-07,5013520.435,"stream","species"
"Hengill","August 2008",9,18.1,"Radix balthica","Navicula",0.407069013,4604,2.913e-07,5120006.719,"stream","species"
"Hengill","August 2008",9,18.1,"Radix balthica","Nitzschia",0.407069013,4604,6.08e-08,12732028.018,"stream","species"
"Hengill","August 2008",9,18.1,"Radix balthica","Rhoicosphenia",0.407069013,4604,5.79e-08,34207879.46,"stream","species"
"Hengill","August 2008",9,18.1,"Radix balthica","Rhopalodia",0.407069013,4604,1.95e-05,3329463.706,"stream","species"
"Hengill","August 2008",9,18.1,"Radix balthica","Synedra",0.407069013,4604,8.09e-06,63580946.72,"stream","species"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","Achnanthes",0.054841101,64,2.67e-07,42789938.64,"regional","species"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","Amphora",0.054841101,64,4.11666666666667e-08,18012608.5390333,"regional","group"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","Cocconeis",0.054841101,64,6.715e-07,136744051.94,"stream","species"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","CPOM",0.054841101,64,NA,NA,"regional","group"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","Cymbella",0.054841101,64,5.495e-07,1906691.73405,"regional","species"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","Diatoma",0.054841101,64,5.31e-07,27390576.61,"stream","group"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","Epithemia",0.054841101,64,4.946e-06,52609145.04,"stream","group"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","Eunotia",0.054841101,64,4.96e-07,716217.2051,"regional","group"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","Filamentous algae",0.054841101,64,NA,NA,"stream","group"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","FPOM",0.054841101,64,NA,NA,"stream","species"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","Fragilaria",0.054841101,64,5.01275e-07,91753243.427,"regional","species"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","Gomphonema",0.054841101,64,8.6175e-08,183000703.8065,"stream","group"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","Macrophytes",0.054841101,64,NA,NA,"stream","species"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","Melosira",0.054841101,64,2.08e-06,78416320.98,"stream","group"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","Meridion",0.054841101,64,4.46e-07,5013520.435,"regional","species"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","Navicula",0.054841101,64,2.913e-07,5120006.719,"regional","species"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","Nitzschia",0.054841101,64,6.08e-08,12732028.018,"regional","species"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","Pinnularia",0.054841101,64,5.8e-07,948514.6481,"regional","group"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","Rhoicosphenia",0.054841101,64,5.79e-08,34207879.46,"stream","group"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","Rhopalodia",0.054841101,64,1.95e-05,3329463.706,"stream","group"
"Hengill","August 2008",9,18.1,"Rheocricotopus effesus","Synedra",0.054841101,64,8.09e-06,63580946.72,"stream","group"
"Hengill","August 2008",9,18.1,"Simulium aureum","Achnanthes",0.269939877,296,2.67e-07,42789938.64,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","Amphora",0.269939877,296,4.11666666666667e-08,18012608.5390333,"stream","group"
"Hengill","August 2008",9,18.1,"Simulium aureum","Asterionella",0.269939877,296,2.54e-06,1273051.049,"literature","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","Chaetocladius sp.",0.269939877,296,0.009994692,4,"stream","group"
"Hengill","August 2008",9,18.1,"Simulium aureum","Cocconeis",0.269939877,296,6.715e-07,136744051.94,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","CPOM",0.269939877,296,NA,NA,"regional","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","Cyclotella",0.269939877,296,1.05e-06,948514.6481,"stream","group"
"Hengill","August 2008",9,18.1,"Simulium aureum","Cymbella",0.269939877,296,5.495e-07,1906691.73405,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","Diatoma",0.269939877,296,5.31e-07,27390576.61,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","Epithemia",0.269939877,296,4.946e-06,52609145.04,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","Eukiefferiella minor",0.269939877,296,0.030104226,576,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","Eunotia",0.269939877,296,4.96e-07,716217.2051,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","Filamentous algae",0.269939877,296,NA,NA,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","FPOM",0.269939877,296,NA,NA,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","Fragilaria",0.269939877,296,5.01275e-07,91753243.427,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","Gomphonema",0.269939877,296,8.6175e-08,183000703.8065,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","Green algae",0.269939877,296,NA,NA,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","Macrophytes",0.269939877,296,NA,NA,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","Melosira",0.269939877,296,2.08e-06,78416320.98,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","Meridion",0.269939877,296,4.46e-07,5013520.435,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","Micropsectra atrofasciata",0.269939877,296,0.031534054,60,"stream","group"
"Hengill","August 2008",9,18.1,"Simulium aureum","Navicula",0.269939877,296,2.913e-07,5120006.719,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","Nitzschia",0.269939877,296,6.08e-08,12732028.018,"stream","group"
"Hengill","August 2008",9,18.1,"Simulium aureum","Pinnularia",0.269939877,296,5.8e-07,948514.6481,"regional","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","Rhoicosphenia",0.269939877,296,5.79e-08,34207879.46,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","Rhopalodia",0.269939877,296,1.95e-05,3329463.706,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","Synedra",0.269939877,296,8.09e-06,63580946.72,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium aureum","Thienemanniella sp.",0.269939877,296,0.018720702,336,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Achnanthes",0.076672729,100,2.67e-07,42789938.64,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Amphora",0.076672729,100,4.11666666666667e-08,18012608.5390333,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Asterionella",0.076672729,100,2.54e-06,1273051.049,"literature","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Chaetocladius sp.",0.076672729,100,0.009994692,4,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Cocconeis",0.076672729,100,6.715e-07,136744051.94,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","CPOM",0.076672729,100,NA,NA,"regional","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Cyclotella",0.076672729,100,1.05e-06,948514.6481,"stream","group"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Cymbella",0.076672729,100,5.495e-07,1906691.73405,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Diatoma",0.076672729,100,5.31e-07,27390576.61,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Epithemia",0.076672729,100,4.946e-06,52609145.04,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Eukiefferiella minor",0.076672729,100,0.030104226,576,"stream","group"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Eunotia",0.076672729,100,4.96e-07,716217.2051,"stream","group"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Filamentous algae",0.076672729,100,NA,NA,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","FPOM",0.076672729,100,NA,NA,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Fragilaria",0.076672729,100,5.01275e-07,91753243.427,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Gomphonema",0.076672729,100,8.6175e-08,183000703.8065,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Green algae",0.076672729,100,NA,NA,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Macrophytes",0.076672729,100,NA,NA,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Melosira",0.076672729,100,2.08e-06,78416320.98,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Meridion",0.076672729,100,4.46e-07,5013520.435,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Micropsectra atrofasciata",0.076672729,100,0.031534054,60,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Navicula",0.076672729,100,2.913e-07,5120006.719,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Nitzschia",0.076672729,100,6.08e-08,12732028.018,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Pinnularia",0.076672729,100,5.8e-07,948514.6481,"regional","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Rhoicosphenia",0.076672729,100,5.79e-08,34207879.46,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Rhopalodia",0.076672729,100,1.95e-05,3329463.706,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Synedra",0.076672729,100,8.09e-06,63580946.72,"stream","species"
"Hengill","August 2008",9,18.1,"Simulium vittatum","Thienemanniella sp.",0.076672729,100,0.018720702,336,"stream","group"
"Hengill","August 2008",9,18.1,"Sperchon glandulosus","Achnanthes",0.089616132,156,2.67e-07,42789938.64,"stream","species"
"Hengill","August 2008",9,18.1,"Sperchon glandulosus","Cocconeis",0.089616132,156,6.715e-07,136744051.94,"stream","species"
"Hengill","August 2008",9,18.1,"Sperchon glandulosus","FPOM",0.089616132,156,NA,NA,"stream","species"
"Hengill","August 2008",9,18.1,"Sperchon glandulosus","Green algae",0.089616132,156,NA,NA,"stream","species"
"Hengill","August 2008",9,18.1,"Sperchon glandulosus","Meridion",0.089616132,156,4.46e-07,5013520.435,"stream","species"
"Hengill","August 2008",9,18.1,"Thienemanniella sp.","Achnanthes",0.018720702,336,2.67e-07,42789938.64,"regional","species"
"Hengill","August 2008",9,18.1,"Thienemanniella sp.","Amphora",0.018720702,336,4.11666666666667e-08,18012608.5390333,"regional","species"
"Hengill","August 2008",9,18.1,"Thienemanniella sp.","Cocconeis",0.018720702,336,6.715e-07,136744051.94,"stream","species"
"Hengill","August 2008",9,18.1,"Thienemanniella sp.","CPOM",0.018720702,336,NA,NA,"regional","species"
"Hengill","August 2008",9,18.1,"Thienemanniella sp.","Cymbella",0.018720702,336,5.495e-07,1906691.73405,"regional","species"
"Hengill","August 2008",9,18.1,"Thienemanniella sp.","Diatoma",0.018720702,336,5.31e-07,27390576.61,"stream","species"
"Hengill","August 2008",9,18.1,"Thienemanniella sp.","Epithemia",0.018720702,336,4.946e-06,52609145.04,"stream","species"
"Hengill","August 2008",9,18.1,"Thienemanniella sp.","Filamentous algae",0.018720702,336,NA,NA,"stream","group"
"Hengill","August 2008",9,18.1,"Thienemanniella sp.","FPOM",0.018720702,336,NA,NA,"stream","group"
"Hengill","August 2008",9,18.1,"Thienemanniella sp.","Fragilaria",0.018720702,336,5.01275e-07,91753243.427,"regional","species"
"Hengill","August 2008",9,18.1,"Thienemanniella sp.","Gomphonema",0.018720702,336,8.6175e-08,183000703.8065,"stream","species"
"Hengill","August 2008",9,18.1,"Thienemanniella sp.","Macrophytes",0.018720702,336,NA,NA,"stream","group"
"Hengill","August 2008",9,18.1,"Thienemanniella sp.","Melosira",0.018720702,336,2.08e-06,78416320.98,"stream","species"
"Hengill","August 2008",9,18.1,"Thienemanniella sp.","Meridion",0.018720702,336,4.46e-07,5013520.435,"regional","species"
"Hengill","August 2008",9,18.1,"Thienemanniella sp.","Navicula",0.018720702,336,2.913e-07,5120006.719,"regional","species"
"Hengill","August 2008",9,18.1,"Thienemanniella sp.","Nitzschia",0.018720702,336,6.08e-08,12732028.018,"regional","species"
"Hengill","August 2008",9,18.1,"Thienemanniella sp.","Rhoicosphenia",0.018720702,336,5.79e-08,34207879.46,"stream","species"
"Hengill","August 2008",9,18.1,"Thienemanniella sp.","Rhopalodia",0.018720702,336,1.95e-05,3329463.706,"stream","species"
"Hengill","August 2008",9,18.1,"Thienemanniella sp.","Synedra",0.018720702,336,8.09e-06,63580946.72,"stream","species"
"Hengill","August 2008",10,5.1,"Capnia vidua","Achnanthes",0.078610328,4,1.48e-07,290864211.94355,"regional","species"
"Hengill","August 2008",10,5.1,"Capnia vidua","Amphora",0.078610328,4,5.61e-08,935348.3262,"regional","species"
"Hengill","August 2008",10,5.1,"Capnia vidua","Cocconeis",0.078610328,4,5.41333333333333e-07,4954337.66166667,"regional","species"
"Hengill","August 2008",10,5.1,"Capnia vidua","CPOM",0.078610328,4,NA,NA,"regional","species"
"Hengill","August 2008",10,5.1,"Capnia vidua","Cymbella",0.078610328,4,3.02e-07,980228.4871,"literature","species"
"Hengill","August 2008",10,5.1,"Capnia vidua","Diatoma",0.078610328,4,1.19e-06,27617933.3,"regional","species"
"Hengill","August 2008",10,5.1,"Capnia vidua","Filamentous algae",0.078610328,4,NA,NA,"regional","species"
"Hengill","August 2008",10,5.1,"Capnia vidua","FPOM",0.078610328,4,NA,NA,"regional","species"
"Hengill","August 2008",10,5.1,"Capnia vidua","Fragilaria",0.078610328,4,8.184e-07,30975906.409825,"literature","species"
"Hengill","August 2008",10,5.1,"Capnia vidua","Gomphonema",0.078610328,4,9.58333333333333e-08,772882.777366667,"regional","species"
"Hengill","August 2008",10,5.1,"Capnia vidua","Melosira",0.078610328,4,6.88e-07,89760.32185,"literature","species"
"Hengill","August 2008",10,5.1,"Capnia vidua","Meridion",0.078610328,4,5.06e-07,109906330.9,"regional","species"
"Hengill","August 2008",10,5.1,"Capnia vidua","Navicula",0.078610328,4,1.48625e-07,9979171.821825,"regional","species"
"Hengill","August 2008",10,5.1,"Capnia vidua","Nitzschia",0.078610328,4,8.485e-08,11443016.948325,"literature","species"
"Hengill","August 2008",10,5.1,"Capnia vidua","Opephora",0.078610328,4,5.77e-08,890468.1653,"literature","species"
"Hengill","August 2008",10,5.1,"Capnia vidua","Pinnularia",0.078610328,4,1.09e-07,1870696.652,"literature","species"
"Hengill","August 2008",10,5.1,"Clinocera stagnalis","Diamesa bertrami",0.013726484,24,0.018188631,708,"literature","species"
"Hengill","August 2008",10,5.1,"Clinocera stagnalis","Diamesa zernyi",0.013726484,24,0.031696207,240,"literature","species"
"Hengill","August 2008",10,5.1,"Clinocera stagnalis","Eukiefferiella minor",0.013726484,24,0.008746389,3680,"literature","species"
"Hengill","August 2008",10,5.1,"Clinocera stagnalis","Micropsectra atrofasciata",0.013726484,24,0.083722887,496,"literature","species"
"Hengill","August 2008",10,5.1,"Clinocera stagnalis","Paracricotopus sp.",0.013726484,24,0.215372083,8,"literature","species"
"Hengill","August 2008",10,5.1,"Clinocera stagnalis","Rheocricotopus effesus",0.013726484,24,0.043401935,8,"literature","species"
"Hengill","August 2008",10,5.1,"Clinocera stagnalis","Simulium aureum",0.013726484,24,0.468924587,36,"literature","species"
"Hengill","August 2008",10,5.1,"Clinocera stagnalis","Simulium vittatum",0.013726484,24,0.000626218,4,"literature","species"
"Hengill","August 2008",10,5.1,"Clinocera stagnalis","Thienemanniella sp.",0.013726484,24,0.008746389,372,"literature","species"
"Hengill","August 2008",10,5.1,"Diamesa bertrami","Achnanthes",0.018188631,708,1.48e-07,290864211.94355,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa bertrami","Amphora",0.018188631,708,5.61e-08,935348.3262,"regional","group"
"Hengill","August 2008",10,5.1,"Diamesa bertrami","Cocconeis",0.018188631,708,5.41333333333333e-07,4954337.66166667,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa bertrami","CPOM",0.018188631,708,NA,NA,"regional","group"
"Hengill","August 2008",10,5.1,"Diamesa bertrami","Cymbella",0.018188631,708,3.02e-07,980228.4871,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa bertrami","Diatoma",0.018188631,708,1.19e-06,27617933.3,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa bertrami","Filamentous algae",0.018188631,708,NA,NA,"regional","group"
"Hengill","August 2008",10,5.1,"Diamesa bertrami","FPOM",0.018188631,708,NA,NA,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa bertrami","Fragilaria",0.018188631,708,8.184e-07,30975906.409825,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa bertrami","Gomphonema",0.018188631,708,9.58333333333333e-08,772882.777366667,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa bertrami","Melosira",0.018188631,708,6.88e-07,89760.32185,"regional","group"
"Hengill","August 2008",10,5.1,"Diamesa bertrami","Meridion",0.018188631,708,5.06e-07,109906330.9,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa bertrami","Navicula",0.018188631,708,1.48625e-07,9979171.821825,"regional","group"
"Hengill","August 2008",10,5.1,"Diamesa bertrami","Nitzschia",0.018188631,708,8.485e-08,11443016.948325,"regional","group"
"Hengill","August 2008",10,5.1,"Diamesa zernyi","Achnanthes",0.031696207,240,1.48e-07,290864211.94355,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa zernyi","Amphora",0.031696207,240,5.61e-08,935348.3262,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa zernyi","Cocconeis",0.031696207,240,5.41333333333333e-07,4954337.66166667,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa zernyi","CPOM",0.031696207,240,NA,NA,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa zernyi","Cymbella",0.031696207,240,3.02e-07,980228.4871,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa zernyi","Diatoma",0.031696207,240,1.19e-06,27617933.3,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa zernyi","Filamentous algae",0.031696207,240,NA,NA,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa zernyi","FPOM",0.031696207,240,NA,NA,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa zernyi","Fragilaria",0.031696207,240,8.184e-07,30975906.409825,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa zernyi","Gomphonema",0.031696207,240,9.58333333333333e-08,772882.777366667,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa zernyi","Melosira",0.031696207,240,6.88e-07,89760.32185,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa zernyi","Meridion",0.031696207,240,5.06e-07,109906330.9,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa zernyi","Navicula",0.031696207,240,1.48625e-07,9979171.821825,"regional","species"
"Hengill","August 2008",10,5.1,"Diamesa zernyi","Nitzschia",0.031696207,240,8.485e-08,11443016.948325,"regional","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Achnanthes",0.70773935,48,1.48e-07,290864211.94355,"stream","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Amphora",0.70773935,48,5.61e-08,935348.3262,"regional","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Cocconeis",0.70773935,48,5.41333333333333e-07,4954337.66166667,"regional","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","CPOM",0.70773935,48,NA,NA,"literature","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Cymbella",0.70773935,48,3.02e-07,980228.4871,"regional","group"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Diamesa bertrami",0.70773935,48,0.018188631,708,"literature","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Diamesa zernyi",0.70773935,48,0.031696207,240,"literature","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Diatoma",0.70773935,48,1.19e-06,27617933.3,"stream","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Eukiefferiella minor",0.70773935,48,0.008746389,3680,"regional","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Filamentous algae",0.70773935,48,NA,NA,"regional","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","FPOM",0.70773935,48,NA,NA,"regional","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Fragilaria",0.70773935,48,8.184e-07,30975906.409825,"regional","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Gomphonema",0.70773935,48,9.58333333333333e-08,772882.777366667,"regional","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Green algae",0.70773935,48,NA,NA,"regional","group"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Melosira",0.70773935,48,6.88e-07,89760.32185,"regional","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Meridion",0.70773935,48,5.06e-07,109906330.9,"stream","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Micropsectra atrofasciata",0.70773935,48,0.083722887,496,"literature","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Navicula",0.70773935,48,1.48625e-07,9979171.821825,"regional","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Nitzschia",0.70773935,48,8.485e-08,11443016.948325,"regional","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Oligochaeta indet.",0.70773935,48,0.066199915,1520,"literature","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Opephora",0.70773935,48,5.77e-08,890468.1653,"literature","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Paracricotopus sp.",0.70773935,48,0.215372083,8,"regional","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Pinnularia",0.70773935,48,1.09e-07,1870696.652,"regional","group"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Rheocricotopus effesus",0.70773935,48,0.043401935,8,"literature","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Terrestrial",0.70773935,48,NA,NA,"regional","species"
"Hengill","August 2008",10,5.1,"Dicranota exclusa","Thienemanniella sp.",0.70773935,48,0.008746389,372,"regional","species"
"Hengill","August 2008",10,5.1,"Eukiefferiella minor","Achnanthes",0.008746389,3680,1.48e-07,290864211.94355,"stream","species"
"Hengill","August 2008",10,5.1,"Eukiefferiella minor","Amphora",0.008746389,3680,5.61e-08,935348.3262,"regional","species"
"Hengill","August 2008",10,5.1,"Eukiefferiella minor","Cocconeis",0.008746389,3680,5.41333333333333e-07,4954337.66166667,"stream","species"
"Hengill","August 2008",10,5.1,"Eukiefferiella minor","CPOM",0.008746389,3680,NA,NA,"regional","species"
"Hengill","August 2008",10,5.1,"Eukiefferiella minor","Cymbella",0.008746389,3680,3.02e-07,980228.4871,"stream","species"
"Hengill","August 2008",10,5.1,"Eukiefferiella minor","Diatoma",0.008746389,3680,1.19e-06,27617933.3,"stream","species"
"Hengill","August 2008",10,5.1,"Eukiefferiella minor","Filamentous algae",0.008746389,3680,NA,NA,"regional","species"
"Hengill","August 2008",10,5.1,"Eukiefferiella minor","FPOM",0.008746389,3680,NA,NA,"regional","species"
"Hengill","August 2008",10,5.1,"Eukiefferiella minor","Fragilaria",0.008746389,3680,8.184e-07,30975906.409825,"stream","species"
"Hengill","August 2008",10,5.1,"Eukiefferiella minor","Gomphonema",0.008746389,3680,9.58333333333333e-08,772882.777366667,"stream","species"
"Hengill","August 2008",10,5.1,"Eukiefferiella minor","Melosira",0.008746389,3680,6.88e-07,89760.32185,"stream","species"
"Hengill","August 2008",10,5.1,"Eukiefferiella minor","Meridion",0.008746389,3680,5.06e-07,109906330.9,"stream","species"
"Hengill","August 2008",10,5.1,"Eukiefferiella minor","Navicula",0.008746389,3680,1.48625e-07,9979171.821825,"stream","species"
"Hengill","August 2008",10,5.1,"Eukiefferiella minor","Nitzschia",0.008746389,3680,8.485e-08,11443016.948325,"stream","species"
"Hengill","August 2008",10,5.1,"Eukiefferiella minor","Pinnularia",0.008746389,3680,1.09e-07,1870696.652,"regional","species"
"Hengill","August 2008",10,5.1,"Limoniinae indet.","Achnanthes",0.092152392,4,1.48e-07,290864211.94355,"stream","group"
"Hengill","August 2008",10,5.1,"Limoniinae indet.","Amphora",0.092152392,4,5.61e-08,935348.3262,"regional","group"
"Hengill","August 2008",10,5.1,"Limoniinae indet.","Cocconeis",0.092152392,4,5.41333333333333e-07,4954337.66166667,"regional","species"
"Hengill","August 2008",10,5.1,"Limoniinae indet.","CPOM",0.092152392,4,NA,NA,"literature","species"
"Hengill","August 2008",10,5.1,"Limoniinae indet.","Cymbella",0.092152392,4,3.02e-07,980228.4871,"regional","species"
"Hengill","August 2008",10,5.1,"Limoniinae indet.","Diamesa bertrami",0.092152392,4,0.018188631,708,"literature","species"
"Hengill","August 2008",10,5.1,"Limoniinae indet.","Diamesa zernyi",0.092152392,4,0.031696207,240,"literature","species"
"Hengill","August 2008",10,5.1,"Limoniinae indet.","Diatoma",0.092152392,4,1.19e-06,27617933.3,"stream","group"
"Hengill","August 2008",10,5.1,"Limoniinae indet.","Eukiefferiella minor",0.092152392,4,0.008746389,3680,"regional","group"
"Hengill","August 2008",10,5.1,"Limoniinae indet.","Filamentous algae",0.092152392,4,NA,NA,"regional","species"
"Hengill","August 2008",10,5.1,"Limoniinae indet.","FPOM",0.092152392,4,NA,NA,"regional","species"
