autoID,link.citation,link.methodology,interactionType,interaction.dimensionality,interaction.classification,conTaxonomy,con.taxonomy.level,con.common,con.lifestage,con.metabolic.type,con.movement.type,con.size.citation,con.size.method,con.length.min.cm.,con.length.mean.cm.,con.length.max.cm.,con.mass.min.g.,conMassMean,con.mass.max.g.,resTaxonomy,res.taxonomy.level,res.common,res.lifestage,res.metabolic.type,res.movement.type,res.size.citation,res.size.method,res.length.min.cm.,res.length.mean.cm.,res.length.max.cm.,res.mass.min.g.,resMassMean,res.mass.max.g.,geographic.location,longitude,latitude,ecosystem.type,study.site,altitude,depth,sampling.time,sampling.start.year,sampling.end.year,notes,foodwebName,bodyMassRatio
221798,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Limnephilus marmoratus,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.195,-999,-999,0.8076,-999,Tanytarsus bruchonidae,species,Diptera,larvae,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.247,-999,-999,0.01298,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,62.218798151001536
221799,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Limnephilus marmoratus,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.195,-999,-999,0.8076,-999,Glyptotendipes pallens,species,Diptera,larvae,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.488,-999,-999,0.0773,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,10.447606727037517
221800,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Limnephilus marmoratus,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.195,-999,-999,0.8076,-999,Chironomus dorsalis,species,Diptera,larvae,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.624,-999,-999,0.1472,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,5.486413043478261
221801,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Limnephilus marmoratus,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.195,-999,-999,0.8076,-999,Corynoneura scutellata,species,Diptera,larvae,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.211,-999,-999,0.0086,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,93.90697674418604
221802,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Limnephilus marmoratus,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.195,-999,-999,0.8076,-999,Lumbriculus variegatus,species,Oligochaeta,adults,invertebrate,walking,Brose et al. 2005,measurement,-999,1.556,-999,-999,1.6127,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,0.5007750976623054
221803,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Limnephilus marmoratus,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.195,-999,-999,0.8076,-999,Enchytraidae sp.,family,Oligochaeta,adults,invertebrate,walking,Brose et al. 2005,measurement,-999,0.21,-999,-999,0.0085,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,95.01176470588234
221804,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Holocentropus picicornis,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,0.551,-999,-999,0.1062,-999,Chironomidae indet.,family,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,0.373,-999,-999,0.0382,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,2.780104712041885
221805,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Holocentropus picicornis,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,0.551,-999,-999,0.1062,-999,Tanytarsus bruchonidae,species,Diptera,larvae,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.247,-999,-999,0.01298,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,8.181818181818182
221806,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Holocentropus picicornis,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,0.551,-999,-999,0.1062,-999,Glyptotendipes pallens,species,Diptera,larvae,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.488,-999,-999,0.0773,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,1.3738680465717985
221807,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Holocentropus picicornis,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,0.551,-999,-999,0.1062,-999,Chironomus dorsalis,species,Diptera,larvae,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.624,-999,-999,0.1472,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,0.7214673913043479
221808,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Holocentropus picicornis,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,0.551,-999,-999,0.1062,-999,Corynoneura scutellata,species,Diptera,larvae,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.211,-999,-999,0.0086,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,12.348837209302326
221809,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Holocentropus picicornis,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,0.551,-999,-999,0.1062,-999,Procladius sagittalis,species,Diptera,larvae,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.394,-999,-999,0.0441,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,2.4081632653061225
221810,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Holocentropus picicornis,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,0.551,-999,-999,0.1062,-999,Hydroporus erythrocephalus,species,Coleoptera,adults,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.405,-999,-999,0.0474,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,2.240506329113924
221811,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Holocentropus picicornis,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,0.551,-999,-999,0.1062,-999,Sigara semistriata,species,Hemiptera,adults,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.58,-999,-999,0.1215,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,0.8740740740740741
221812,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Holocentropus picicornis,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,0.551,-999,-999,0.1062,-999,Arctocorisa germari,species,Hemiptera,larvae,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.725,-999,-999,0.218,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,0.4871559633027523
221813,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Holocentropus picicornis,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,0.551,-999,-999,0.1062,-999,Hesperocorixa sahlbergi,species,Hemiptera,adults,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.72,-999,-999,0.2141,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,0.4960298925735637
221814,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Holocentropus picicornis,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,0.551,-999,-999,0.1062,-999,Hesperocorixa linnei,species,Hemiptera,adults,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.71,-999,-999,0.2064,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,0.5145348837209303
221815,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Holocentropus picicornis,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,0.551,-999,-999,0.1062,-999,Corixa punctata,species,Hemiptera,adults,invertebrate,swimming,Brose et al. 2005,measurement,-999,1.26,-999,-999,0.9278,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,0.1144643242078034
221816,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Holocentropus picicornis,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,0.551,-999,-999,0.1062,-999,Corixa dentipes,species,Hemiptera,adults,invertebrate,swimming,Brose et al. 2005,measurement,-999,1.28,-999,-999,0.9669,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,0.109835556934533
221817,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Holocentropus picicornis,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,0.551,-999,-999,0.1062,-999,Callicorixa praeusta,species,Hemiptera,adults,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.7,-999,-999,0.1989,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,0.5339366515837104
221818,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Holocentropus picicornis,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,0.551,-999,-999,0.1062,-999,Chydorus latus,species,Cladocera,adults,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.04,-999,-999,0.0001,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,1062.0
221819,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Holocentropus picicornis,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,0.551,-999,-999,0.1062,-999,Scapaloberis mucronata,species,Cladocera,adults,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.09,-999,-999,0.0009,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,118.0
221820,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Holocentropus picicornis,species,Trichoptera,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,0.551,-999,-999,0.1062,-999,Enchytraidae sp.,family,Oligochaeta,adults,invertebrate,walking,Brose et al. 2005,measurement,-999,0.21,-999,-999,0.0085,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,12.494117647058824
221821,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Sialis lutaria,species,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.014,-999,-999,0.5252,-999,Chironomidae indet.,family,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,0.373,-999,-999,0.0382,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,13.74869109947644
221822,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Sialis lutaria,species,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.014,-999,-999,0.5252,-999,Tanytarsus bruchonidae,species,Diptera,larvae,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.247,-999,-999,0.01298,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,40.462249614791986
221823,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Sialis lutaria,species,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.014,-999,-999,0.5252,-999,Glyptotendipes pallens,species,Diptera,larvae,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.488,-999,-999,0.0773,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,6.794307891332472
221824,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Sialis lutaria,species,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.014,-999,-999,0.5252,-999,Chironomus dorsalis,species,Diptera,larvae,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.624,-999,-999,0.1472,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,3.567934782608696
221825,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Sialis lutaria,species,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.014,-999,-999,0.5252,-999,Corynoneura scutellata,species,Diptera,larvae,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.211,-999,-999,0.0086,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,61.06976744186046
221826,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Sialis lutaria,species,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.014,-999,-999,0.5252,-999,Procladius sagittalis,species,Diptera,larvae,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.394,-999,-999,0.0441,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,11.909297052154194
221827,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Sialis lutaria,species,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.014,-999,-999,0.5252,-999,Sialis lutaria,species,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.014,-999,-999,0.5252,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,1.0
221828,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Sialis lutaria,species,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.014,-999,-999,0.5252,-999,Hydroporus erythrocephalus,species,Coleoptera,adults,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.405,-999,-999,0.0474,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,11.080168776371307
221829,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Sialis lutaria,species,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.014,-999,-999,0.5252,-999,Sigara semistriata,species,Hemiptera,adults,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.58,-999,-999,0.1215,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,4.322633744855967
221830,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Sialis lutaria,species,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.014,-999,-999,0.5252,-999,Arctocorisa germari,species,Hemiptera,larvae,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.725,-999,-999,0.218,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,2.4091743119266056
221831,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Sialis lutaria,species,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.014,-999,-999,0.5252,-999,Hesperocorixa sahlbergi,species,Hemiptera,adults,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.72,-999,-999,0.2141,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,2.4530593180756655
221832,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Sialis lutaria,species,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.014,-999,-999,0.5252,-999,Hesperocorixa linnei,species,Hemiptera,adults,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.71,-999,-999,0.2064,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,2.544573643410853
221833,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Sialis lutaria,species,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.014,-999,-999,0.5252,-999,Corixa punctata,species,Hemiptera,adults,invertebrate,swimming,Brose et al. 2005,measurement,-999,1.26,-999,-999,0.9278,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,0.5660702737658978
221834,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Sialis lutaria,species,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.014,-999,-999,0.5252,-999,Corixa dentipes,species,Hemiptera,adults,invertebrate,swimming,Brose et al. 2005,measurement,-999,1.28,-999,-999,0.9669,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,0.5431792325990278
221835,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Sialis lutaria,species,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.014,-999,-999,0.5252,-999,Callicorixa praeusta,species,Hemiptera,adults,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.7,-999,-999,0.1989,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,2.6405228758169934
221836,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Sialis lutaria,species,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.014,-999,-999,0.5252,-999,Acanthocyclops vernalis,species,Copepoda,adults,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.125,-999,-999,0.0022,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,238.72727272727272
221837,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Sialis lutaria,species,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.014,-999,-999,0.5252,-999,Chydorus latus,species,Cladocera,adults,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.04,-999,-999,0.0001,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,5252.0
221838,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Sialis lutaria,species,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.014,-999,-999,0.5252,-999,Scapaloberis mucronata,species,Cladocera,adults,invertebrate,swimming,Brose et al. 2005,measurement,-999,0.09,-999,-999,0.0009,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,583.5555555555555
221839,Warren (1989),Field; gut/stomach analysis; feeding trial; published account,predacious,2D,ibi,Sialis lutaria,species,,larvae,invertebrate,walking,Brose et al. 2005,measurement,-999,1.014,-999,-999,0.5252,-999,Lumbriculus variegatus,species,Oligochaeta,adults,invertebrate,walking,Brose et al. 2005,measurement,-999,1.556,-999,-999,1.6127,-999,"United Kingdom; Skipwith Common, North Yorkshire",-0.997596,53.827343,lakes,Skipwith Pond,-999.0,-999.0,,,,,Skipwith Pond,0.3256650337942581
