haul_id,cruise_name,year,sea,ices_rect,shot_lat_dd,shot_lon_dd,pred_id,predator_name,predator_tsn,pooled,num_stomachs,prey_name,prey_tsn,qual_code,min_num,cpw
ADAMS-1985-1,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-1\FPE-5,FPE,168470.0,y,7.0,Asellus,92658.0,Q1,3.0,0.12
ADAMS-1985-1,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-1\FPE-5,FPE,168470.0,y,7.0,Copepoda (freshwater),88640.0,Q1,200.0,0.1948
ADAMS-1985-1,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-1\FPE-5,FPE,168470.0,y,7.0,Ostracod,84195.0,Q1,3.0,3.5099999999999997E-4
ADAMS-1985-1,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-1\FPE-5,FPE,168470.0,y,7.0,Cladocera (freshwater) ,83874.0,Q1,6000.0,2.635314
ADAMS-1985-1,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-1\FPE-5,FPE,168470.0,y,7.0,Gastropoda (freshwater),69459.0,Q1,2.0,0.483112638
ADAMS-1985-1,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-1\FPE-5,FPE,168470.0,y,7.0,Coleoptera,109216.0,Q1,1.0,0.09512
ADAMS-1985-1,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-1\FRF-1,FRF,168520.0,y,53.0,Empty,-99901.0,Q1,9.0,0.0
ADAMS-1985-1,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-1\FRF-1,FRF,168520.0,y,53.0,Gammarid amphipod,93745.0,Q1,6.0,0.271494702
ADAMS-1985-1,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-1\FRF-1,FRF,168520.0,y,53.0,Diptera,118831.0,Q1,1031.0,34.198876228
ADAMS-1985-1,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-1\FRF-1,FRF,168520.0,y,53.0,Trichoptera,115095.0,Q1,13.0,0.69589
ADAMS-1985-1,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-1\FRF-1,FRF,168520.0,y,53.0,Coleoptera,109216.0,Q1,6.0,0.57072
ADAMS-1985-1,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-1\FRF-1,FRF,168520.0,y,53.0,Plecoptera,102467.0,Q1,23.0,1.23119
ADAMS-1985-1,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-1\FRF-1,FRF,168520.0,y,53.0,Ephemeroptera,100502.0,Q1,32.0,0.99131424
ADAMS-1985-1,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-1\FRF-1,FRF,168520.0,y,53.0,Asellus,92658.0,Q1,68.0,2.72
ADAMS-1985-1,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-1\FRF-1,FRF,168520.0,y,53.0,Copepoda (freshwater),88640.0,Q1,17.0,0.016558
ADAMS-1985-1,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-1\FRF-1,FRF,168520.0,y,53.0,Ostracod,84195.0,Q1,8.0,9.36E-4
ADAMS-1985-1,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-1\FRF-1,FRF,168520.0,y,53.0,Cladocera (freshwater) ,83874.0,Q1,169.0,0.07422801100000001
ADAMS-1985-1,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-1\FRF-1,FRF,168520.0,y,53.0,Acari,82754.0,Q1,1.0,5.49E-6
ADAMS-1985-1,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-1\FRF-1,FRF,168520.0,y,53.0,Gastropoda (freshwater),69459.0,Q1,18.0,4.348013742
ADAMS-1985-1,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-1\FRF-1,FRF,168520.0,y,53.0,Bivalvia (freshwater),79118.0,Q1,3.0,2.251010376
ADAMS-1985-2,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-2\FRF-2,FRF,168520.0,y,15.0,Asellus,92658.0,Q1,245.0,9.8
ADAMS-1985-2,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-2\FRF-2,FRF,168520.0,y,15.0,Trichoptera,115095.0,Q1,25.0,1.33825
ADAMS-1985-2,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-2\FRF-2,FRF,168520.0,y,15.0,Diptera,118831.0,Q1,155.0,5.14144114
ADAMS-1985-2,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-2\FRF-2,FRF,168520.0,y,15.0,Coleoptera,109216.0,Q1,2.0,0.19024
ADAMS-1985-2,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-2\FRF-2,FRF,168520.0,y,15.0,Plecoptera,102467.0,Q1,25.0,1.33825
ADAMS-1985-2,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-2\FRF-2,FRF,168520.0,y,15.0,Ephemeroptera,100502.0,Q1,26.0,0.80544282
ADAMS-1985-2,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-2\FRF-2,FRF,168520.0,y,15.0,Ostracod,84195.0,Q1,1.0,1.17E-4
ADAMS-1985-2,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-2\FRF-2,FRF,168520.0,y,15.0,Cladocera (freshwater) ,83874.0,Q1,18.0,0.007905942000000001
ADAMS-1985-2,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-2\FRF-2,FRF,168520.0,y,15.0,Bivalvia (freshwater),79118.0,Q1,1.0,0.750336792
ADAMS-1985-2,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-2\FRF-2,FRF,168520.0,y,15.0,Empty,-99901.0,Q1,2.0,0.0
ADAMS-1985-2,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-2\FRF-2,FRF,168520.0,y,15.0,Gastropoda (freshwater),69459.0,Q1,14.0,3.3817884659999997
ADAMS-1985-2,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-2\FRF-2,FRF,168520.0,y,15.0,Fish eggs,161105.0,Q4,5.0,0.18050298812500004
ADAMS-1985-2,ADAMS-1985,1985.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1985-2\FRF-2,FRF,168520.0,y,15.0,Copepoda (freshwater),88640.0,Q1,9.0,0.008766
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\FRF-3,FRF,168520.0,y,93.0,Copepoda (freshwater),88640.0,Q1,1.0,9.74E-4
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\FRF-3,FRF,168520.0,y,93.0,Fish eggs,161105.0,Q4,561.0,20.252435267625003
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\FRF-3,FRF,168520.0,y,93.0,Diptera,118831.0,Q1,223.0,7.397041124
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\FRF-3,FRF,168520.0,y,93.0,Trichoptera,115095.0,Q1,110.0,5.8883
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\FRF-3,FRF,168520.0,y,93.0,Coleoptera,109216.0,Q1,7.0,0.66584
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\FRF-3,FRF,168520.0,y,93.0,Plecoptera,102467.0,Q1,68.0,3.64004
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\FRF-3,FRF,168520.0,y,93.0,Ephemeroptera,100502.0,Q1,28.0,0.86739996
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\FRF-3,FRF,168520.0,y,93.0,Asellus,92658.0,Q1,438.0,17.52
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\FRF-3,FRF,168520.0,y,93.0,UI Fish remains,161105.0,Q1,10.0,0.3610059762500001
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\FRF-3,FRF,168520.0,y,93.0,Ostracod,84195.0,Q1,1.0,1.17E-4
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\FRF-3,FRF,168520.0,y,93.0,Cladocera (freshwater) ,83874.0,Q1,1.0,4.39219E-4
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\FRF-3,FRF,168520.0,y,93.0,Bivalvia (freshwater),79118.0,Q1,3.0,2.251010376
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\FRF-3,FRF,168520.0,y,93.0,Gastropoda (freshwater),69459.0,Q1,1.0,0.241556319
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\FRF-3,FRF,168520.0,y,93.0,Oligochaete ,68422.0,Q1,1.0,0.1
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\FRF-3,FRF,168520.0,y,93.0,Empty,-99901.0,Q1,6.0,0.0
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\FRF-3,FRF,168520.0,y,93.0,Gammarus,93745.0,Q1,1.0,0.045249117
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\TRS-1,TRS,161997.0,y,83.0,Coleoptera,109216.0,Q1,38.0,3.61456
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\TRS-1,TRS,161997.0,y,83.0,Diplopoda,154409.0,Q1,13.0,0.14599
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\TRS-1,TRS,161997.0,y,83.0,Fish eggs,161105.0,Q4,1513.0,0.0
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\TRS-1,TRS,161997.0,y,83.0,Diptera,118831.0,Q1,75.0,2.4877941
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\TRS-1,TRS,161997.0,y,83.0,Trichoptera,115095.0,Q1,2544.0,136.18032
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\TRS-1,TRS,161997.0,y,83.0,Asellus,92658.0,Q1,119.0,4.76
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\TRS-1,TRS,161997.0,y,83.0,Cladocera (freshwater) ,83874.0,Q1,1381.0,0.606561439
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\TRS-1,TRS,161997.0,y,83.0,Bivalvia (freshwater),79118.0,Q1,13.0,9.754378296
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\TRS-1,TRS,161997.0,y,83.0,Oligochaete ,68422.0,Q1,44.0,4.4
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\TRS-1,TRS,161997.0,y,83.0,Plecoptera,102467.0,Q1,25.0,1.33825
ADAMS-1989-3,ADAMS-1989,1989.0,Freshwater,'41E5,56.055265,-4.560262,ADAMS-1989-3\TRS-1,TRS,161997.0,y,83.0,Gastropoda (freshwater),69459.0,Q1,488.0,117.87948367199999
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-1,PLE,172902.0,y,11.0,Tellina,81074.0,Q1,1.0,0.21625
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-1,PLE,172902.0,y,11.0,Bivalve,79118.0,Q1,1.0,0.7503367918622849
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-1,PLE,172902.0,y,11.0,Mollusc remains,69458.0,Q1,1.0,0.030477033255993647
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-1,PLE,172902.0,y,11.0,Polychaete,64358.0,Q1,1.0,0.5689338052568699
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-1,PLE,172902.0,y,11.0,Ophiuroids,157382.0,Q1,1.0,0.5509098445595855
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-2,PLE,172902.0,y,45.0,Sandeel,171671.0,Q1,1.0,0.5375152495764254
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-2,PLE,172902.0,y,45.0,Amphipods,93294.0,Q1,1.0,0.072
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-2,PLE,172902.0,y,45.0,Nephrops,97317.0,Q1,1.0,9.590364464
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-2,PLE,172902.0,y,45.0,Tellina,81074.0,Q1,1.0,0.21625
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-2,PLE,172902.0,y,45.0,Bivalve,79118.0,Q1,1.0,0.7503367918622849
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-2,PLE,172902.0,y,45.0,Mollusc remains,69458.0,Q1,1.0,0.030477033255993647
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-2,PLE,172902.0,y,45.0,Nepthys (polychaete),66014.0,Q1,1.0,0.4998883000096258
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-2,PLE,172902.0,y,45.0,Nereis,65902.0,Q1,1.0,0.019005785191701995
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-2,PLE,172902.0,y,45.0,Tubeworm,68232.0,Q1,1.0,0.004511225669349815
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-2,PLE,172902.0,y,45.0,Polychaete,64358.0,Q1,1.0,0.5689338052568699
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-2,PLE,172902.0,y,45.0,Ophiuroids,157382.0,Q1,1.0,0.5509098445595855
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-3,PLE,172902.0,y,54.0,Sandeel,171671.0,Q1,1.0,0.8031780225038719
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-3,PLE,172902.0,y,54.0,Amphipods,93294.0,Q1,1.0,0.072
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-3,PLE,172902.0,y,54.0,Crustacean remains,83677.0,Q1,1.0,0.573764
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-3,PLE,172902.0,y,54.0,Tellina,81074.0,Q1,1.0,0.21625
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-3,PLE,172902.0,y,54.0,Donax,81251.0,Q1,1.0,0.5793139693021746
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-3,PLE,172902.0,y,54.0,Bivalve,79118.0,Q1,1.0,0.7503367918622849
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-3,PLE,172902.0,y,54.0,Mollusc remains,69458.0,Q1,1.0,0.030477033255993647
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-3,PLE,172902.0,y,54.0,Nereis,65902.0,Q1,1.0,0.019005785191701995
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-3,PLE,172902.0,y,54.0,Polychaete,64358.0,Q1,1.0,0.5689338052568699
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-3,PLE,172902.0,y,54.0,Ophiuroids,157382.0,Q1,1.0,0.5509098445595855
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-3,PLE,172902.0,y,54.0,Anemone,51938.0,Q1,1.0,5.726
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-4,PLE,172902.0,y,53.0,Amphipods,93294.0,Q1,1.0,0.072
ALBE01-75-ALL,ALBE01-75,1975.0,Irish Sea,,,,ALBE01-75-ALL\PLE-4,PLE,172902.0,y,53.0,Nephrops,97317.0,Q1,1.0,9.590364464
