sea,decade,predator_name,predator_tsn,prey_name,prey_tsn,prey_records,distinct_hauls,total_min_num,total_cpw
Baltic,1930,ELP,165324.0,Gasterosteus pungitius,166387.0,1,1,3.0,9.3970193409375
Baltic,1930,ELP,165324.0,Leander adspersus,96213.0,1,1,3.0,8.36
Baltic,1930,ELP,165324.0,Rissoa sp.,70797.0,1,1,3.0,0.007992756518722641
Baltic,1930,ELP,165324.0,Gammarus locusta,93775.0,1,1,1.0,0.0039
Baltic,1930,FLE,172894.0,Mytilus edulis,79454.0,1,1,1.0,0.6824559351107151
Baltic,1930,FRO,163761.0,Cardium exiguum,205622.0,1,1,7.0,0.6592833468894241
Baltic,1930,BRT,167318.0,Leander adspersus,96213.0,1,1,15.0,41.8
Baltic,1930,FRO,163761.0,Limnaea ovata,76494.0,1,1,1.0,0.24155631868131874
Baltic,1930,ELP,165324.0,Cardium exiguum,205622.0,1,1,1.0,0.09418333526991773
Baltic,1930,FRO,163761.0,Mytilus edulis,79454.0,1,1,2.0,1.3649118702214302
Baltic,1930,FRO,163761.0,Littorina rudis,70405.0,1,1,9.0,1.0071000158786774
Baltic,1930,FRO,163761.0,Hydrobia ulvae,70499.0,1,1,9.0,0.02805474855455764
Baltic,1930,FRO,163761.0,Neritina fluviatilis,70178.0,1,1,2.0,0.4831126373626375
Baltic,1980,GAR,165594.0,Plant material (terrestrial),202422.0,2,2,8.0,6.49904
Baltic,1980,GAR,165594.0,Ammodytes sp.,171671.0,2,2,8.0,81.67930375300064
Baltic,1980,GAR,165594.0,Gammarus oceanicus,93786.0,2,2,79.0,0.3081
Baltic,1980,GAR,165594.0,Fish remains,161105.0,2,2,58.0,3801.0610095717802
Baltic,1980,GAR,165594.0,Crustacea,83677.0,2,2,11.0,6.3114040000000005
Baltic,1980,GAR,165594.0,Insect,118831.0,2,2,15.0,0.4975588235294118
Baltic,1980,GAR,165594.0,Clupeoid,161700.0,2,2,24.0,650.213540221324
Baltic,1980,GAR,165594.0,Gasterosteids,166365.0,2,2,44.0,2000.806220380502
Baltic,1980,GAR,165594.0,Idotea baltica,542674.0,2,2,83.0,0.5643999966123374
Baltic,1980,GAR,165594.0,Algae,10686.0,2,2,12.0,9.74856
Baltic,1980,GAR,165594.0,Shrimps,96106.0,1,1,2.0,0.46881578947368435
Baltic,1980,GAR,165594.0,Osmerus eperlanus,162039.0,1,1,1.0,0.024051921309794107
Baltic,1980,GAR,165594.0,Cyprinidae,163342.0,1,1,1.0,49.86784132921342
Baltic,1980,GAR,165594.0,Belone,165594.0,1,1,1.0,2.5487475658890117
Baltic,1980,GAR,165594.0,Bird's leg,174371.0,1,1,1.0,74.70035396513344
Barents Sea,1900,SYR,564149.0,Sclerocrangon boreas,97153.0,2,1,4.0,0.9376315789473687
Barents Sea,1900,GSK,160611.0,Cod,164712.0,2,1,4.0,893.9875288337316
Barents Sea,1900,GSK,160611.0,Plaice,172902.0,1,1,1.0,0.0
Barents Sea,1900,GSK,160611.0,Long-rough dab,172877.0,1,1,1.0,635.8831588821224
Barents Sea,1900,GSK,160611.0,Salmon,161996.0,1,1,1.0,1041.848801172757
Barents Sea,1900,GSK,160611.0,Fish remains,161105.0,1,1,1.0,1505.8346294974067
Barents Sea,1930,HAD,164744.0,Polychaete remains,64358.0,14,14,134.0,76.23712990442058
Barents Sea,1930,HAD,164744.0,Amphipod,93294.0,14,13,65.0,4.68
Barents Sea,1930,COD,164712.0,Codling,164712.0,12,12,40.0,0.0
Barents Sea,1930,COD,164712.0,Caridea (shrimp),96106.0,12,11,64.0,15.002105263157897
Barents Sea,1930,HAD,164744.0,Ophiuroid,157382.0,11,10,785.0,432.46422797927465
Barents Sea,1930,HAD,164744.0,Bivalve mollusc,79118.0,10,9,70.0,52.52357543035994
Barents Sea,1930,HAD,164744.0,Echinoid remains (urchin),157821.0,10,10,97.0,4.0282160000000005
Barents Sea,1930,HAD,164744.0,Caridea (shrimp),96106.0,10,10,28.0,6.563421052631581
Barents Sea,1930,COD,164712.0,Amphipod,93294.0,8,8,18.0,1.2959999999999996
Barents Sea,1930,HAD,164744.0,Gastropod remains,69459.0,7,7,13.0,3.1402321428571436
Barents Sea,1930,COD,164712.0,Herring,161722.0,7,7,26.0,0.0
Barents Sea,1930,COD,164712.0,Capelin,162035.0,6,6,68.0,0.0
Barents Sea,1930,HAD,164744.0,Gephyrea,155054.0,6,6,8.0,15.7128
Barents Sea,1930,COD,164712.0,Reptantia,97307.0,3,3,8.0,76.722915712
Barents Sea,1930,COD,164712.0,Ophiuroid,157382.0,3,3,63.0,34.707320207253886
Barents Sea,1930,HAD,164744.0,Reptantia,97307.0,2,2,2.0,19.180728928
Barents Sea,1930,COD,164712.0,Polychaete remains,64358.0,2,2,3.0,1.7068014157706095
Barents Sea,1930,HAD,164744.0,Herring,161722.0,2,2,9.0,0.0
Barents Sea,1930,COD,164712.0,Hormathia digitata (actinaria),52659.0,1,1,1.0,1.3391999535379
Barents Sea,1930,HAD,164744.0,Chiton spp.,79036.0,1,1,1.0,3.526
Barents Sea,1930,HAD,164744.0,Rossia glaucopis (cephalopod),82348.0,1,1,1.0,0.0
Barents Sea,1930,HAD,164744.0,Erythrops (mysid),90185.0,1,1,1.0,0.0021000000298954545
Barents Sea,1930,HAD,164744.0,Hormathia digitata (actinaria),52659.0,1,1,1.0,1.3391999535379
Barents Sea,1930,COD,164712.0,Hormathia nodosa (actinaria),52661.0,1,1,1.0,1.3391999535379
Barents Sea,1930,HAD,164744.0,Priapulus bicaudatus,155157.0,1,1,1.0,0.2217878141688061
Barents Sea,1930,HAD,164744.0,Phascolosoma (sipunculid),154611.0,1,1,1.0,0.35721132265580385
Barents Sea,1930,HAD,164744.0,Holothurian,158140.0,1,1,1.0,2.470833
Barents Sea,1930,COD,164712.0,Gasterosteus spp.,166365.0,1,1,1.0,0.0
Barents Sea,1930,COD,164712.0,Lycodes,630982.0,1,1,1.0,0.0
Barents Sea,1930,COD,164712.0,Echinoid remains (urchin),157821.0,1,1,10.0,0.41528000000000004
Barents Sea,1930,HAD,164744.0,Nimphon spinosum,83547.0,1,1,1.0,0.0025350995560350347
Barents Sea,1930,COD,164712.0,Nimphon spinosum,83547.0,1,1,1.0,0.0025350995560350347
Barents Sea,1930,COD,164712.0,Norway pout,164756.0,1,1,1.0,0.0
Barents Sea,1930,COD,164712.0,Haddock,164744.0,1,1,1.0,0.0
Barents Sea,1930,COD,164712.0,Gastropod remains,69459.0,1,1,1.0,0.24155631868131874
Barents Sea,1930,COD,164712.0,Holothurian,158140.0,1,1,1.0,2.470833
Barents Sea,1930,COD,164712.0,Tealia felina (actinaria),52573.0,1,1,1.0,20.65
Barents Sea,1930,COD,164712.0,Euchaeta norvegica (copepod),85544.0,1,1,1.0,0.014206
Barents Sea,1930,COD,164712.0,Erythrops (mysid),90185.0,1,1,1.0,0.0021000000298954545
Barents Sea,1930,COD,164712.0,Phryxus spp. (isopod),93109.0,1,1,1.0,0.3065670846394985
Barents Sea,1930,COD,164712.0,Rossia glaucopis (cephalopod),82348.0,1,1,1.0,0.0
Barents Sea,1930,COD,164712.0,Gonatus fabricii (squid),82419.0,1,1,1.0,0.0
Barents Sea,1930,HAD,164744.0,Drepanopsetta spp.,172877.0,1,1,1.0,0.0
Barents Sea,1930,HAD,164744.0,Cumacean,90745.0,1,1,1.0,0.007151666666666667
Barents Sea,1930,HAD,164744.0,Cottus bubalis,167390.0,1,1,1.0,0.0
Barents Sea,1930,HAD,164744.0,Sebastes marinus,166745.0,1,1,1.0,0.0
Barents Sea,1930,HAD,164744.0,Norway pout,164756.0,1,1,1.0,0.0
Barents Sea,1940,COD,164712.0,Isopod,92120.0,2,2,13.0,3.9853721003134805
Barents Sea,1940,COD,164712.0,Mysid,89856.0,2,2,60.0,0.8627099494097805
Barents Sea,1940,COD,164712.0,Decapod,95599.0,2,2,10.0,0.16040300000000002
Barents Sea,1940,COD,164712.0,Amphipod,93294.0,2,2,33.0,2.376
Barents Sea,1940,COD,164712.0,Copepods,85258.0,2,2,87.0,0.138852
Barents Sea,1940,COD,164712.0,Euphausid,95500.0,2,2,251.0,26.155429399107717
Barents Sea,1940,COD,164712.0,Polychaete,64358.0,1,1,6.0,3.413602831541219
Barents Sea,1940,COD,164712.0,Fish remains,161105.0,1,1,2.0,1.448479161980145
Barents Sea,1940,COD,164712.0,Sagitta spp,158784.0,1,1,1.0,0.020081293862904546
Barents Sea,1950,COD,164712.0,EH-Capelin,162035.0,372,28,2754.0,106547.11028860428
Barents Sea,1950,COD,164712.0,EH-Fish remains,161105.0,280,62,319.0,30457.63920732429
Barents Sea,1950,COD,164712.0,EH-Pandalus,96967.0,148,53,254.0,328.98010291660205
Barents Sea,1950,COD,164712.0,EH-Codling,164712.0,103,23,263.0,19612.13257214155
Barents Sea,1950,COD,164712.0,EH-Herring,161722.0,85,15,188.0,7276.777851656198
Barents Sea,1950,COD,164712.0,EH-Beroe,53869.0,73,22,107.0,38.3416666666667
Barents Sea,1950,COD,164712.0,EH-Euphausids,95573.0,49,22,55.0,5.731269390242727
Barents Sea,1950,COD,164712.0,EH-Long-rough dab,172877.0,42,20,54.0,3172.9235500026975
Barents Sea,1950,COD,164712.0,EH-Jellyfish,51483.0,41,10,48.0,51.26866506810678
Barents Sea,1950,COD,164712.0,EH-Amphipod,93294.0,33,17,36.0,2.592000000000001
Barents Sea,1950,HAD,164744.0,EH-Ophiuroid,157382.0,32,3,32.0,17.629115025906735
Barents Sea,1950,COD,164712.0,EH-Gadoid,164701.0,30,13,52.0,2823.861005056932
Barents Sea,1950,CAP,162035.0,EH-Euphausids,95573.0,25,1,25.0,2.6051224501103305
Barents Sea,1950,PLE,172902.0,EH-Polychaete,64358.0,24,9,25.0,14.22334513142175
Barents Sea,1950,COD,164712.0,EH-Haddock,164744.0,24,15,28.0,1512.1944263277742
Barents Sea,1950,COD,164712.0,EH-Gadus saida (polar cod),164706.0,23,8,50.0,980.7192303529024
Barents Sea,1950,HAD,164744.0,EH-Urchin,157821.0,16,3,16.0,0.664448
Barents Sea,1950,HAD,164744.0,EH-Gastropod,69459.0,15,4,15.0,3.623344780219781
Barents Sea,1950,COD,164712.0,EH-Shrimp,96106.0,12,8,25.0,5.860197368421053
Barents Sea,1950,COD,164712.0,EH-Worm,64358.0,12,10,12.0,6.827205663082437
Barents Sea,1950,COD,164712.0,EH-Lumpenus,631023.0,11,6,17.0,164.63781964746917
Barents Sea,1950,COD,164712.0,EH-Small fish,161105.0,11,9,18.0,1264.3793529901218
Barents Sea,1950,COD,164712.0,EH-Bullhead,167255.0,11,3,13.0,666.448562213471
Barents Sea,1950,COD,164712.0,EH-Ctenophore,53856.0,9,5,9.0,3.225
Barents Sea,1950,COD,164712.0,EH-Sclerocrangon,97153.0,8,4,8.0,1.8752631578947374
Barents Sea,1950,GLH,172930.0,EH-Capelin,162035.0,8,1,23.0,224.56205442287313
Barents Sea,1950,COD,164712.0,EH-Crangon,97106.0,8,3,8.0,5.719187250631693
Barents Sea,1950,COD,164712.0,EH-Sabinea,97171.0,8,6,8.0,10.0
Barents Sea,1950,COD,164712.0,EH-Polychaete,64358.0,7,6,10.0,5.689338052568698
Barents Sea,1950,COD,164712.0,EH-Centridermichthys (Cottus),167207.0,7,5,10.0,933.7488346873463
Barents Sea,1950,COD,164712.0,EH-Crab,98423.0,7,5,7.0,10.978915258318217
Barents Sea,1950,HAD,164744.0,EH-Tubeworm,68232.0,6,4,6.0,0.02706735401609889
Barents Sea,1950,COD,164712.0,EH-Anemone,51938.0,6,6,31.0,177.506
Barents Sea,1950,HAD,164744.0,EH-Lamellibranch,79118.0,6,4,8.0,6.002694334898279
Barents Sea,1950,COD,164712.0,EH-Amphipod (Gammarid),93745.0,6,2,6.0,0.2714946996466431
Barents Sea,1950,COD,164712.0,EH-Clupeoid,161700.0,6,4,11.0,341.02247408060606
Barents Sea,1950,COD,164712.0,EH-Hermit crab,97811.0,6,5,6.0,13.278371972634767
Barents Sea,1950,HAD,164744.0,EH-Polychaete,64358.0,5,1,5.0,2.8446690262843495
Barents Sea,1950,COD,164712.0,EH-Sagitta,158784.0,5,3,5.0,0.10040646931452274
Barents Sea,1950,COD,164712.0,EH-Triglops,167375.0,5,4,5.0,80.62799525439999
Barents Sea,1950,COD,164712.0,EH-Flatfish,172702.0,5,2,5.0,621.4023658170358
Barents Sea,1950,COD,164712.0,EH-Erythrops (mysid),90185.0,4,3,4.0,0.008400000119581818
Barents Sea,1950,COD,164712.0,EH-Sebastes,166745.0,4,4,7.0,800.1504817655734
Barents Sea,1950,COD,164712.0,EH-Euchaeta,85544.0,4,1,4.0,0.056824
Barents Sea,1950,PLE,172902.0,EH-Euphausids,95573.0,4,2,35.0,3.6471714301544624
Barents Sea,1950,COD,164712.0,EH-Cottus,167311.0,4,2,4.0,169.82382731302522
Barents Sea,1950,COD,164712.0,EH-Catfish,171336.0,3,3,4.0,189.58409319740088
Barents Sea,1950,COD,164712.0,EH-Lycodes,630982.0,3,3,3.0,28.44919233284167
Barents Sea,1950,COD,164712.0,EH-Broken shell,79118.0,3,3,4.0,3.0013471674491394
Barents Sea,1950,COD,164712.0,EH-Themisto abyssorum,95154.0,3,3,3.0,0.09835774275529927
Barents Sea,1950,GLH,172930.0,EH-Euphausids,95573.0,3,1,3.0,0.31261469401323966
Barents Sea,1950,COD,164712.0,EH-Dab,172881.0,3,2,3.0,107.95646058427911
Barents Sea,1950,HAD,164744.0,EH-Amphipod,93294.0,3,3,3.0,0.21599999999999997
Barents Sea,1950,COD,164712.0,EH-Squid,82419.0,3,3,3.0,627.2009119107663
Barents Sea,1950,COD,164712.0,EH-Hyperiid amphipod,95154.0,2,2,2.0,0.06557182850353284
Barents Sea,1950,COD,164712.0,EH-Ophiuroid,157382.0,2,2,2.0,1.101819689119171
Barents Sea,1950,COD,164712.0,EH-Whitebait (herring),161722.0,2,2,2.0,66.12501253050955
Barents Sea,1950,HAD,164744.0,EH-Small fish,161105.0,2,1,2.0,136.60579035333683
Barents Sea,1950,COD,164712.0,EH-Whelk,73726.0,2,2,2.0,3.6361
Barents Sea,1950,HAD,164744.0,EH-Long-rough dab,172877.0,2,2,2.0,71.67975806086173
Barents Sea,1950,COD,164712.0,EH-Brown shrimp,97106.0,2,1,3.0,2.144695218986885
Barents Sea,1950,HAD,164744.0,EH-Anemone,51938.0,2,2,11.0,62.986
Barents Sea,1950,HAD,164744.0,EH-Hermit crab,97811.0,2,2,2.0,4.4261239908782555
Barents Sea,1950,COD,164712.0,EH-Themisto spp.,656448.0,1,1,1.0,0.002200432506259959
Barents Sea,1950,COD,164712.0,EH-Priapulus,155156.0,1,1,1.0,0.2217878141688061
Barents Sea,1950,COD,164712.0,EH-Zooplankton,85258.0,1,1,1.0,0.001596
Barents Sea,1950,COD,164712.0,EH-Mysid,89856.0,1,1,1.0,0.014378499156829677
Barents Sea,1950,COD,164712.0,EH-Tubeworm,68232.0,1,1,1.0,0.004511225669349815
Barents Sea,1950,HAD,164744.0,EH-Starfish,156862.0,1,1,1.0,0.0717
Barents Sea,1950,COD,164712.0,EH-Octopus,82590.0,1,1,1.0,4834.321202635599
Barents Sea,1950,COD,164712.0,EH-Isopod,92120.0,1,1,1.0,0.3065670846394985
Barents Sea,1950,COD,164712.0,EH-Aphrodite,64366.0,1,1,1.0,7.507
Barents Sea,1950,HAD,164744.0,EH-Capelin,162035.0,1,1,2.0,39.82894524046959
Barents Sea,1950,GLH,172930.0,EH-Herring,161722.0,1,1,1.0,0.0
Barents Sea,1950,COD,164712.0,EH-Gammarid amphipod,93745.0,1,1,1.0,0.045249116607773844
Barents Sea,1950,COD,164712.0,EH-Raja spp,160846.0,1,1,2.0,242.01401147740427
Barents Sea,1950,COD,164712.0,EH-Astarte,80836.0,1,1,2.0,0.5828565580666101
Barents Sea,1950,COD,164712.0,EH-Ctenodiscus,156939.0,1,1,1.0,1.0E-5
Barents Sea,1950,COD,164712.0,EH-Gastropod,69459.0,1,1,1.0,0.24155631868131874
Barents Sea,1950,COD,164712.0,EH-Parasitic nematodes,59490.0,1,1,1.0,0.0010034611821088443
Barents Sea,1950,COD,164712.0,EH-Sabinea septemcarinata,97171.0,1,1,1.0,1.25
Barents Sea,1950,COD,164712.0,EH-Themisto libellula,95168.0,1,1,100.0,0.2200432506259959
Barents Sea,1950,PLE,172902.0,EH-Mollusc remains,69458.0,1,1,1.0,0.030477033255993647
Barents Sea,1950,COD,164712.0,EH-Skate eggcase,160846.0,1,1,1.0,0.0
Barents Sea,1950,COD,164712.0,EH-Copepods,85258.0,1,1,2.0,0.003192
Barents Sea,1950,COD,164712.0,EH-Cumacean,90745.0,1,1,1.0,0.007151666666666667
Barents Sea,1950,HAD,164744.0,EH-Shrimp,96106.0,1,1,1.0,0.23440789473684218
Barents Sea,1950,HAD,164744.0,EH-Pandalus,96967.0,1,1,1.0,1.29519725557717
Barents Sea,1950,HAD,164744.0,EH-Mollusc remains,69458.0,1,1,1.0,0.030477033255993647
Barents Sea,1950,COD,164712.0,EH-Pleurobranchia,53862.0,1,1,1.0,0.05227864217022332
