TrainRatio,Metric,N,Mean,Median,SD,Q25,Q75,SEM,NotebookCell,SourceFile,Selection
80,ROC_AUC,290,0.87578502259314484,0.89915730270600003,0.1010501229143201,0.81188695790849985,0.95796395017150004,0.0059338675359734,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
80,Recall,290,0.58252337418189337,0.61417105670899985,0.24011665954805311,0.41368918053775,0.76623511904749997,0.0141001357528945,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
80,TestMCC,290,0.61354151148908065,0.61198846904949988,0.2057567347800672,0.50219920211475,0.76386453506374996,0.012082451496417901,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
80,TestTSS,290,0.54012666379996932,0.54119918699199998,0.2375301641171256,0.37502196712024988,0.70578125000024994,0.0139482515114222,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
90,F1Score,290,0.6652185540158041,0.71095581878500003,0.22756544223602149,0.51568768067649995,0.82963756480874995,0.0133631028943797,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
90,PR_AUC,290,0.50353772097360994,0.51006607420450001,0.17800808113434249,0.36626191346300002,0.64347239715524995,0.0104529944479099,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
90,Precision,290,0.90402599658595517,0.97055344119550002,0.1496557289775913,0.87806018590250001,1,0.0087880870021853994,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
90,ROC_AUC,290,0.87882017193881035,0.90925813651499998,0.1112994770378576,0.82319874401574988,0.97515180646150001,0.0065357303338041996,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
90,Recall,290,0.58296544389767857,0.61525784507350001,0.25632975209017861,0.38197092295599988,0.77436048557350001,0.015052201329054399,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
90,TestMCC,290,0.62061916017615515,0.63247106142800003,0.21944012269024801,0.47512447047524992,0.78615565681799993,0.01288596770165,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
90,TestTSS,290,0.54439048144972413,0.55965384615400005,0.25450380290118552,0.33499999999975,0.71383333333374988,0.014944977900696,week-33.ipynb cell a61182cc / week-32.ipynb cell 2651cffd,/Users/acw792/Developer/qmul-phd-framework/src/matlab/data/result_wlnm_dir_neg_sweep_train_ratios_10-90_pseudo_properties_Apocrita_neg_const/retention_protocol/tukey_iqr_1p5_min50pct_threshold0p50_v1/figure_inputs/predictive_train10-90_after_tukey.csv,"K=10; threshold=0.5; one retained mean per food web, training ratio and metric"
