CruiseName,CruiseStationNumber,ShotLatDecimalDegrees,ShotLonDecimalDegrees,DateTimeShot,TowDuration,CatchNumber,CatchWeight,MainSpeciesCode,ValidityCode,SurfaceTemp,BottomTemp,SurfaceSalinity,BottomSalinity,ShotDepth
BORE/01/1948,54,75.183,17.683,16/10/1948 06:05,80,0,2858,COD,V,NA,NA,NA,NA,110
BORE/01/1948,55,75.183,17.683,16/10/1948 09:22,75,0,762,COD,V,NA,NA,NA,NA,137
BORE/01/1948,56,75.183,17.683,16/10/1948 11:15,75,0,267,COD,V,NA,NA,NA,NA,119
BORE/01/1948,57,75.183,17.683,16/10/1948 13:25,95,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,58,75.183,17.683,16/10/1948 16:40,45,0,4191,COD,V,NA,NA,NA,NA,110
BORE/01/1948,59,75.316,18.466,16/10/1948 18:25,95,0,4191,COD,V,NA,NA,NA,NA,110
BORE/01/1948,60,75.316,18.466,16/10/1948 20:45,105,0,4191,COD,V,NA,NA,NA,NA,119
BORE/01/1948,61,75.316,18.466,17/10/1948 02:00,90,0,38,COD,V,NA,NA,NA,NA,110
BORE/01/1948,62,75.316,18.466,17/10/1948 04:15,90,0,38,COD,V,NA,NA,NA,NA,119
BORE/01/1948,63,75.316,18.466,17/10/1948 08:38,110,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,64,75.5,19.05,17/10/1948 11:10,110,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,65,75.5,19.05,17/10/1948 13:35,95,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,66,75.5,19.05,17/10/1948 15:45,110,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,75,75.266,17.716,18/10/1948 16:40,110,0,2286,COD,V,NA,NA,NA,NA,155
BORE/01/1948,76,75.266,17.716,18/10/1948 19:10,125,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,77,75.266,17.716,18/10/1948 21:55,120,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,78,75.266,17.716,19/10/1948 00:40,120,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,79,75.266,17.716,19/10/1948 03:20,120,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,80,75.266,17.716,19/10/1948 06:00,120,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,81,75.066,17.15,19/10/1948 08:35,110,0,1524,COD,V,NA,NA,NA,NA,174
BORE/01/1948,82,75.066,17.15,19/10/1948 10:55,120,0,2286,COD,V,NA,NA,NA,NA,128
BORE/01/1948,83,75.066,17.15,19/10/1948 13:25,85,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,84,75.066,17.15,19/10/1948 15:35,65,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,85,75.066,17.15,19/10/1948 17:20,90,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,86,75.066,17.15,19/10/1948 19:35,75,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,87,75.066,17.15,19/10/1948 23:50,90,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,97,75.2,17.833,21/10/1948 08:50,100,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,98,75.2,17.833,21/10/1948 11:20,120,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,99,75.2,17.616,21/10/1948 13:55,115,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,100,75.2,17.616,21/10/1948 16:30,115,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,101,75.2,17.616,21/10/1948 19:10,125,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,102,75.2,17.616,21/10/1948 01:30,120,0,762,COD,V,NA,NA,NA,NA,91
BORE/01/1948,103,75.2,17.616,21/10/1948 04:15,120,0,953,COD,V,NA,NA,NA,NA,101
BORE/01/1948,104,75.2,17.616,21/10/1948 06:50,95,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,105,75.2,17.616,21/10/1948 09:10,90,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,106,75.2,17.616,21/10/1948 11:30,90,0,1715,COD,V,NA,NA,NA,NA,91
BORE/01/1948,107,75.2,17.616,21/10/1948 13:35,85,NA,0,NA,NA,NA,NA,NA,NA,NA
BORE/01/1948,108,75.2,17.616,21/10/1948 15:45,110,NA,0,NA,NA,NA,NA,NA,NA,NA
CMOR/01/1948,1,73.8,18.25,16/05/1948 11:00,90,0,38,COD,V,NA,NA,NA,NA,269
CMOR/01/1948,2,74.416,17.4,16/05/1948 16:00,90,0,381,COD,V,NA,NA,NA,NA,190
CMOR/01/1948,3,74.416,17.4,16/05/1948 18:10,120,0,305,COD,V,NA,NA,NA,NA,199
EHOLT/01/1949,2,72.016,26.5,16/01/1949 10:30,60,0,533,COD,V,NA,4.2,NA,NA,252
EHOLT/01/1949,3,72.033,26.666,16/01/1949 13:50,80,0,343,COD,V,NA,4.4,NA,NA,256
EHOLT/01/1949,4,72.05,26.8,16/01/1949 17:10,60,0,457,COD,V,NA,3.8,NA,NA,256
EHOLT/01/1949,5,72.083,26.966,16/01/1949 22:05,60,0,419,COD,V,NA,3.6,NA,NA,238
EHOLT/01/1949,7,72.183,27.283,17/01/1949 10:50,60,0,343,COD,V,NA,4,NA,NA,219
EHOLT/01/1949,8,72.25,27.466,17/01/1949 13:40,80,0,305,COD,V,NA,4.2,NA,NA,238
EHOLT/01/1949,9,72.266,27,17/01/1949 17:20,115,0,762,COD,V,NA,4.1,NA,NA,238
EHOLT/01/1949,10,72.233,26.633,17/01/1949 21:15,120,0,152,COD,V,NA,4.1,NA,NA,247
EHOLT/01/1949,11,72.183,26.25,18/01/1949 01:00,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1949,13,70.833,17.666,19/01/1949 11:00,120,0,152,COD,V,NA,6.9,NA,NA,256
EHOLT/01/1949,14,70.8,17.866,19/01/1949 15:30,105,0,152,COD,V,NA,6.7,NA,NA,229
EHOLT/01/1949,16,69.116,14.2,20/01/1949 16:00,90,0,305,COD,V,NA,7.1,NA,NA,219
EHOLT/01/1949,17,69.05,13.983,20/01/1949 19:00,120,150,300,COD,V,NA,7.2,NA,NA,157
EHOLT/01/1949,18,68.983,13.766,20/01/1949 23:00,120,0,762,COD,V,NA,7.2,NA,NA,260
EHOLT/01/1949,19,68.916,13.55,21/01/1949 03:00,120,0,11050,COD,V,NA,7.4,NA,NA,439
EHOLT/01/1950,45,74.133,20.2,14/01/1950 08:30,120,0,1905,COD,V,NA,1.6,NA,NA,124
EHOLT/01/1950,46,74.033,20.6,14/01/1950 11:30,120,0,4572,COD,V,NA,2.4,NA,NA,124
EHOLT/01/1950,47,74.1,20,14/01/1950 14:30,120,0,6858,COD,V,NA,1.7,NA,NA,183
EHOLT/01/1950,48,74.1,19.516,14/01/1950 17:40,120,0,7620,COD,V,NA,1.8,NA,NA,119
EHOLT/01/1950,49,74.083,19.233,14/01/1950 20:45,120,0,1524,COD,V,NA,1.8,NA,NA,119
EHOLT/01/1950,53,73.8,19.2,15/01/1950 08:00,120,0,572,COD,V,NA,2.1,NA,NA,252
EHOLT/01/1950,54,73.833,19.533,15/01/1950 10:50,120,0,762,COD,V,NA,2.5,NA,NA,256
EHOLT/01/1950,56,73.908,19.883,15/01/1950 17:00,120,0,267,COD,V,NA,2.4,NA,NA,198
EHOLT/01/1950,57,73.983,20,15/01/1950 20:00,120,0,381,COD,V,NA,2.5,NA,NA,165
EHOLT/01/1950,58,74.083,20.2,15/01/1950 22:40,120,0,191,COD,V,NA,2.4,NA,NA,165
EHOLT/01/1950,60,74.2,20.116,16/01/1950 08:00,60,0,152,COD,V,NA,1.4,NA,NA,117
EHOLT/01/1950,61,74.15,20.2,16/01/1950 10:15,60,0,114,COD,V,NA,1.8,NA,NA,117
EHOLT/01/1950,62,74.091,20.316,16/01/1950 12:00,60,0,229,COD,V,NA,2.4,NA,NA,113
EHOLT/01/1950,63,74.041,19.866,16/01/1950 14:00,120,0,572,COD,V,NA,1.6,NA,NA,128
EHOLT/01/1950,64,74.016,19.333,16/01/1950 17:00,120,0,7620,COD,V,NA,2.7,NA,NA,119
EHOLT/01/1950,65,74.016,18.966,16/01/1950 20:20,120,0,1524,COD,V,NA,2.6,NA,NA,128
EHOLT/01/1950,81,74.35,20.666,17/01/1950 16:30,120,0,114,COD,V,NA,2.3,NA,NA,146
EHOLT/01/1950,82,74.4,21.133,17/01/1950 19:45,120,0,152,COD,V,NA,2.2,NA,NA,201
EHOLT/01/1950,83,74.283,21.1,18/01/1950 00:20,120,0,381,COD,V,NA,2.2,NA,NA,117
EHOLT/01/1950,85,74.15,21,18/01/1950 09:00,120,0,381,COD,V,NA,2.2,NA,NA,140
EHOLT/01/1950,86,74.066,20.9,18/01/1950 12:00,120,10,20,COD,V,NA,2.2,NA,NA,267
EHOLT/01/1950,87,74,20.65,18/01/1950 16:30,120,0,6858,COD,V,NA,2.6,NA,NA,219
EHOLT/01/1950,88,73.975,20.4,18/01/1950 19:30,120,0,2286,COD,V,NA,2.3,NA,NA,219
EHOLT/01/1950,90,73.908,19.233,20/01/1950 01:20,120,0,1524,COD,V,NA,2.8,NA,NA,252
EHOLT/01/1950,91,73.925,18.75,20/01/1950 04:00,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1951,25,74.1,16.45,07/02/1951 09:30,110,0,343,COD,V,5.8,3.2,NA,NA,342
EHOLT/01/1951,26,74.05,16.333,07/02/1951 12:25,113,0,152,COD,V,5.9,3.3,NA,NA,326
EHOLT/01/1951,27,74.05,16.333,07/02/1951 15:35,120,0,762,COD,V,NA,NA,NA,NA,329
EHOLT/01/1951,28,74.066,16.25,07/02/1951 19:00,120,0,762,COD,V,5.5,3.2,NA,NA,358
EHOLT/01/1951,30,73.85,20.233,08/02/1951 17:05,120,0,762,COD,V,3.5,2.4,NA,NA,357
EHOLT/01/1951,31,73.8,20.166,08/02/1951 21:15,120,0,1143,COD,V,4.4,2.1,NA,NA,311
EHOLT/01/1951,32,73.75,19.833,09/02/1951 01:30,120,0,953,COD,V,4.3,2.7,NA,NA,322
EHOLT/01/1951,34,71.15,20.75,10/02/1951 17:30,90,0,38,COD,V,5.5,6.7,NA,NA,190
EHOLT/01/1951,35,71.083,20.5,10/02/1951 20:35,120,4,8,COD,V,5.5,6.8,NA,NA,190
EHOLT/01/1951,37,68.85,13.366,11/02/1951 17:10,90,0,343,COD,V,6.6,NA,NA,NA,157
EHOLT/01/1951,38,68.783,13.033,11/02/1951 19:45,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1951,39,68.75,12.833,11/02/1951 23:25,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1951,40,68.8,13.15,12/02/1951 08:00,90,0,305,COD,V,5.8,6.8,NA,NA,219
EHOLT/01/1951,41,68.9,13.466,12/02/1951 10:12,90,0,38,COD,V,NA,NA,NA,NA,183
EHOLT/01/1951,42,68.975,13.666,12/02/1951 12:45,75,3,6,COD,V,NA,NA,NA,NA,170
EHOLT/01/1952,18,70.783,40.416,23/01/1952 10:17,128,0,114,COD,V,2.3,2.3,NA,NA,154
EHOLT/01/1952,19,70.7,40.25,23/01/1952 13:55,120,0,38,COD,V,2.3,3.1,NA,NA,143
EHOLT/01/1952,20,70.616,40.15,23/01/1952 16:45,123,0,57,COD,V,2.3,3.1,NA,NA,159
EHOLT/01/1952,27,69.8,41.733,23/01/1952 16:45,123,3,6,COD,V,2.1,2.4,NA,NA,161
EHOLT/01/1952,28,69.883,41.85,24/01/1952 18:50,113,1,2,COD,V,2.2,2.1,NA,NA,155
EHOLT/01/1952,34,69.283,39.866,25/01/1952 09:53,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1952,35,69.166,39.883,25/01/1952 12:30,120,4,8,COD,V,2.5,2.4,NA,NA,143
EHOLT/01/1952,36,69.083,39.9,25/01/1952 15:15,120,1,2,COD,V,2.5,2.4,NA,NA,165
EHOLT/01/1952,37,68.966,39.95,25/01/1952 18:05,125,1,2,COD,V,5.5,NA,NA,NA,117
EHOLT/01/1952,38,68.966,39.95,26/01/1952 06:45,120,0,38,COD,V,4,1.5,NA,NA,137
EHOLT/01/1952,39,68.966,39.95,26/01/1952 09:43,114,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1952,40,68.966,39.95,26/01/1952 15:00,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1952,41,68.966,39.95,26/01/1952 18:38,49,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1952,45,71.033,40.666,25/01/1952 02:23,3967,0,76,COD,V,2.6,2.8,NA,NA,120
EHOLT/01/1952,46,71.15,41,25/01/1952 22:07,2999,0,2477,COD,V,2.6,2.9,NA,NA,174
EHOLT/01/1952,47,71.1,40.8,28/01/1952 08:08,112,0,514,COD,V,2.6,3.2,NA,NA,155
EHOLT/01/1952,48,71.016,40.833,28/01/1952 10:50,120,0,191,COD,V,2.5,2.7,NA,NA,121
EHOLT/01/1952,49,70.95,40.633,28/01/1952 13:33,117,0,152,COD,V,2.6,3.3,NA,NA,137
EHOLT/01/1952,50,70.866,40.683,28/01/1952 16:15,135,0,76,COD,V,2.8,3.2,NA,NA,122
EHOLT/01/1952,58,71.783,44.05,29/01/1952 12:55,125,0,38,COD,V,2.1,0.3,NA,NA,172
EHOLT/01/1952,59,71.916,44.216,29/01/1952 15:38,115,0,191,COD,V,0.6,0.9,NA,NA,161
EHOLT/01/1952,63,71.85,43.816,29/01/1952 22:22,115,0,533,COD,V,2.2,0.9,NA,NA,228
EHOLT/01/1952,69,70.166,37.666,31/01/1952 12:02,124,0,419,COD,V,3.1,3.3,NA,NA,160
EHOLT/01/1952,70,70.2,37.266,31/01/1952 14:48,128,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1952,71,70.266,36.95,31/01/1952 18:00,132,0,38,COD,V,3,3.3,NA,NA,167
EHOLT/01/1952,72,70.316,36.666,31/01/1952 21:53,60,0,38,COD,V,2.9,2.8,NA,NA,166
EHOLT/01/1952,74,70.783,35.116,01/02/1952 06:50,120,0,267,COD,V,3.2,3.5,NA,NA,170
EHOLT/01/1952,75,70.866,34.85,01/02/1952 09:43,114,0,171,COD,V,3.3,3.9,NA,NA,173
EHOLT/01/1954,41,72.366,33.333,09/02/1954 15:35,120,6,12,COD,V,4.4,2.6,NA,NA,274
EHOLT/01/1954,46,71.566,28,10/02/1954 08:20,60,0,38,COD,V,4.7,NA,NA,NA,377
EHOLT/01/1954,68,73.5,18.183,13/02/1954 14:30,60,0,76,COD,V,5.5,1.7,NA,NA,384
EHOLT/01/1954,69,73.616,18,13/02/1954 16:45,120,0,114,COD,V,5.3,2.2,NA,NA,336
EHOLT/01/1954,70,73.75,17.633,13/02/1954 18:45,180,0,381,COD,V,5.6,2.5,NA,NA,311
EHOLT/01/1954,76,72.716,17.366,14/02/1954 12:00,60,12,24,COD,V,6.1,4.4,NA,NA,377
EHOLT/01/1954,77,72.783,17.65,14/02/1954 13:50,120,6,12,COD,V,6.5,4.8,NA,NA,201
EHOLT/01/1954,78,72.916,17.65,14/02/1954 16:45,120,0,38,COD,V,6.5,5.3,NA,NA,402
EHOLT/01/1954,79,73.033,17.65,14/02/1954 19:40,120,5,10,COD,V,6,2.8,NA,NA,421
EHOLT/01/1954,80,73.116,17.466,14/02/1954 22:33,86,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1954,86,73.7,18.266,15/02/1954 09:20,120,0,762,COD,V,5.7,2.7,NA,NA,274
EHOLT/01/1954,87,73.716,17.733,15/02/1954 12:10,120,0,953,COD,V,5.7,2.6,NA,NA,285
EHOLT/01/1954,88,73.75,17.466,15/02/1954 18:20,60,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1954,89,73.75,17.766,15/02/1954 21:50,60,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1954,95,73.683,18.416,16/02/1954 10:45,60,0,229,COD,V,5.6,NA,NA,NA,283
EHOLT/01/1955,15,70.991,23.033,19/01/1955 00:20,70,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,17,68.616,39.366,20/01/1955 16:05,120,1,2,COD,V,1.9,1.9,NA,NA,91
EHOLT/01/1955,18,68.733,39.366,20/01/1955 18:45,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,19,68.833,39.533,20/01/1955 21:40,120,3,6,COD,V,2.5,2.5,NA,NA,128
EHOLT/01/1955,23,68.916,39.833,21/01/1955 08:40,120,15,30,COD,V,2.6,2.6,NA,34.49,128
EHOLT/01/1955,24,69.05,39.833,21/01/1955 14:20,120,20,40,COD,V,2.6,2.7,NA,34.5,146
EHOLT/01/1955,26,69.1,40.1,21/01/1955 22:55,60,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,30,69.533,42.4,22/01/1955 08:20,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,32,69.5,42.1,24/01/1955 14:05,120,0,114,COD,V,2.1,2.1,NA,34.51,165
EHOLT/01/1955,33,69.4,42.3,30/01/1955 16:45,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,34,69.466,42.3,24/01/1955 19:20,60,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,35,69.516,42.166,24/01/1955 21:00,60,1,2,COD,V,2.1,NA,NA,NA,101
EHOLT/01/1955,36,69.516,42.166,24/01/1955 22:40,60,2,4,COD,V,2.2,2.3,NA,NA,101
EHOLT/01/1955,40,70.166,43.833,25/01/1955 08:15,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,41,70.1,43.6,25/01/1955 11:00,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,42,70.033,43.433,25/01/1955 13:40,120,1,2,COD,V,1.6,NA,NA,NA,99
EHOLT/01/1955,43,69.95,43.183,25/01/1955 16:20,120,2,4,COD,V,2.1,NA,NA,NA,102
EHOLT/01/1955,44,69.866,42.933,25/01/1955 19:10,180,16,32,COD,V,1.9,NA,NA,NA,101
EHOLT/01/1955,50,69.55,43.1,26/01/1955 19:50,120,1,2,COD,V,1.9,2,NA,NA,88
EHOLT/01/1955,51,69.55,43.1,26/01/1955 22:30,120,6,12,COD,V,1.9,2,NA,NA,117
EHOLT/01/1955,54,68.9,42.566,27/01/1955 08:10,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,55,68.883,42.133,28/01/1955 11:00,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,56,68.833,41.9,28/01/1955 13:40,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,57,68.783,41.666,28/01/1955 13:30,300,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,58,68.733,41.433,28/01/1955 19:00,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,59,68.683,41.166,28/01/1955 21:35,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,61,68.4,40.683,28/01/1955 11:20,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,62,68.466,40.566,28/01/1955 14:05,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,63,68.466,40.25,28/01/1955 17:55,80,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,64,68.5,40.366,29/01/1955 08:05,90,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,65,68.516,40.1,29/01/1955 10:15,135,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,66,68.516,39.766,29/01/1955 13:10,120,1,2,COD,V,1.8,1.8,NA,NA,91
EHOLT/01/1955,67,68.516,39.533,29/01/1955 15:30,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,68,68.516,39.25,29/01/1955 18:00,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,69,68.583,39.25,29/01/1955 20:35,120,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1955,74,69.166,40.166,30/01/1955 11:25,120,25,50,COD,V,2.3,NA,NA,NA,143
EHOLT/01/1955,75,69.216,40.7,30/01/1955 16:10,60,6,12,COD,V,2.2,2.3,NA,34.53,103
EHOLT/01/1955,76,69.25,40.966,30/01/1955 17:00,120,20,40,COD,V,2.1,2.5,NA,NA,110
EHOLT/01/1955,77,69.266,41.1,30/01/1955 19:40,30,6,12,COD,V,2,NA,NA,NA,110
EHOLT/01/1955,78,69.266,41.433,30/01/1955 21:00,120,6,12,COD,V,2,2,NA,NA,113
EHOLT/01/1956,16,69.5,37,16/01/1956 08:00,120,13,26,COD,V,2.3,2,NA,NA,201
EHOLT/01/1956,17,69.5,37.283,16/01/1956 10:45,125,NA,0,NA,NA,NA,NA,NA,NA,NA
EHOLT/01/1956,18,69.483,37.6,16/01/1956 19:30,120,3,6,COD,V,1.8,1.8,NA,NA,135
EHOLT/01/1956,19,69.433,37.833,16/01/1956 22:00,120,1,2,COD,V,2.2,1.9,NA,34.67,128
EHOLT/01/1956,25,68.916,40.233,17/01/1956 08:30,150,NA,0,NA,NA,NA,NA,NA,NA,NA
